Frequency (MHz),CISPR11_RE_CLASS_B_Group_1,CISPR11_RE_CLASS_B_Group_1_Important,CISPR11_RE_CLASS_A_Group_1_up_to_20kVA]
443.2970432,47,,57
443.3570457,47,,57
443.4170481,47,,57
443.4770506,47,,57
443.5370531,47,,57
443.5970555,47,,57
443.657058,47,,57
443.7170605,47,,57
443.777063,47,,57
443.8370654,47,,57
443.8970679,47,,57
443.9570704,47,,57
444.0170729,47,,57
444.0770753,47,,57
444.1370778,47,,57
444.1970803,47,,57
444.2570828,47,,57
444.3170852,47,,57
444.3770877,47,,57
444.4370902,47,,57
444.4970927,47,,57
444.5570951,47,,57
444.6170976,47,,57
444.6771001,47,,57
444.7371026,47,,57
444.797105,47,,57
444.8571075,47,,57
444.91711,47,,57
444.9771125,47,,57
445.0371149,47,,57
445.0971174,47,,57
445.1571199,47,,57
445.2171224,47,,57
445.2771248,47,,57
445.3371273,47,,57
445.3971298,47,,57
445.4571323,47,,57
445.5171347,47,,57
445.5771372,47,,57
445.6371397,47,,57
445.6971422,47,,57
445.7571446,47,,57
445.8171471,47,,57
445.8771496,47,,57
445.937152,47,,57
445.9971545,47,,57
446.057157,47,,57
446.1171595,47,,57
446.1771619,47,,57
446.2371644,47,,57
446.2971669,47,,57
446.3571694,47,,57
446.4171718,47,,57
446.4771743,47,,57
446.5371768,47,,57
446.5971793,47,,57
446.6571817,47,,57
446.7171842,47,,57
446.7771867,47,,57
446.8371892,47,,57
446.8971916,47,,57
446.9571941,47,,57
447.0171966,47,,57
447.0771991,47,,57
447.1372015,47,,57
447.197204,47,,57
447.2572065,47,,57
447.317209,47,,57
447.3772114,47,,57
447.4372139,47,,57
447.4972164,47,,57
447.5572189,47,,57
447.6172213,47,,57
447.6772238,47,,57
447.7372263,47,,57
447.7972288,47,,57
447.8572312,47,,57
447.9172337,47,,57
447.9772362,47,,57
448.0372386,47,,57
448.0972411,47,,57
448.1572436,47,,57
448.2172461,47,,57
448.2772485,47,,57
448.337251,47,,57
448.3972535,47,,57
448.457256,47,,57
448.5172584,47,,57
448.5772609,47,,57
448.6372634,47,,57
448.6972659,47,,57
448.7572683,47,,57
448.8172708,47,,57
448.8772733,47,,57
448.9372758,47,,57
448.9972782,47,,57
449.0572807,47,,57
449.1172832,47,,57
449.1772857,47,,57
449.2372881,47,,57
449.2972906,47,,57
449.3572931,47,,57
449.4172956,47,,57
449.477298,47,,57
449.5373005,47,,57
449.597303,47,,57
449.6573055,47,,57
449.7173079,47,,57
449.7773104,47,,57
449.8373129,47,,57
449.8973154,47,,57
449.9573178,47,,57
450.0173203,47,,57
450.0773228,47,,57
450.1373253,47,,57
450.1973277,47,,57
450.2573302,47,,57
450.3173327,47,,57
450.3773351,47,,57
450.4373376,47,,57
450.4973401,47,,57
450.5573426,47,,57
450.617345,47,,57
450.6773475,47,,57
450.73735,47,,57
450.7973525,47,,57
450.8573549,47,,57
450.9173574,47,,57
450.9773599,47,,57
451.0373624,47,,57
451.0973648,47,,57
451.1573673,47,,57
451.2173698,47,,57
451.2773723,47,,57
451.3373747,47,,57
451.3973772,47,,57
451.4573797,47,,57
451.5173822,47,,57
451.5773846,47,,57
451.6373871,47,,57
451.6973896,47,,57
451.7573921,47,,57
451.8173945,47,,57
451.877397,47,,57
451.9373995,47,,57
451.997402,47,,57
452.0574044,47,,57
452.1174069,47,,57
452.1774094,47,,57
452.2374119,47,,57
452.2974143,47,,57
452.3574168,47,,57
452.4174193,47,,57
452.4774217,47,,57
452.5374242,47,,57
452.5974267,47,,57
452.6574292,47,,57
452.7174316,47,,57
452.7774341,47,,57
452.8374366,47,,57
452.8974391,47,,57
452.9574415,47,,57
453.017444,47,,57
453.0774465,47,,57
453.137449,47,,57
453.1974514,47,,57
453.2574539,47,,57
453.3174564,47,,57
453.3774589,47,,57
453.4374613,47,,57
453.4974638,47,,57
453.5574663,47,,57
453.6174688,47,,57
453.6774712,47,,57
453.7374737,47,,57
453.7974762,47,,57
453.8574787,47,,57
453.9174811,47,,57
453.9774836,47,,57
454.0374861,47,,57
454.0974886,47,,57
454.157491,47,,57
454.2174935,47,,57
454.277496,47,,57
454.3374985,47,,57
454.3975009,47,,57
454.4575034,47,,57
454.5175059,47,,57
454.5775084,47,,57
454.6375108,47,,57
454.6975133,47,,57
454.7575158,47,,57
454.8175182,47,,57
454.8775207,47,,57
454.9375232,47,,57
454.9975257,47,,57
455.0575281,47,,57
455.1175306,47,,57
455.1775331,47,,57
455.2375356,47,,57
455.297538,47,,57
455.3575405,47,,57
455.417543,47,,57
455.4775455,47,,57
455.5375479,47,,57
455.5975504,47,,57
455.6575529,47,,57
455.7175554,47,,57
455.7775578,47,,57
455.8375603,47,,57
455.8975628,47,,57
455.9575653,47,,57
456.0175677,47,,57
456.0775702,47,,57
456.1375727,47,,57
456.1975752,47,,57
456.2575776,47,,57
456.3175801,47,,57
456.3775826,47,,57
456.4375851,47,,57
456.4975875,47,,57
456.55759,47,,57
456.6175925,47,,57
456.677595,47,,57
456.7375974,47,,57
456.7975999,47,,57
456.8576024,47,,57
456.9176048,47,,57
456.9776073,47,,57
457.0376098,47,,57
457.0976123,47,,57
457.1576147,47,,57
457.2176172,47,,57
457.2776197,47,,57
457.3376222,47,,57
457.3976246,47,,57
457.4576271,47,,57
457.5176296,47,,57
457.5776321,47,,57
457.6376345,47,,57
457.697637,47,,57
457.7576395,47,,57
457.817642,47,,57
457.8776444,47,,57
457.9376469,47,,57
457.9976494,47,,57
458.0576519,47,,57
458.1176543,47,,57
458.1776568,47,,57
458.2376593,47,,57
458.2976618,47,,57
458.3576642,47,,57
458.4176667,47,,57
458.4776692,47,,57
458.5376717,47,,57
458.5976741,47,,57
458.6576766,47,,57
458.7176791,47,,57
458.7776816,47,,57
458.837684,47,,57
458.8976865,47,,57
458.957689,47,,57
459.0176915,47,,57
459.0776939,47,,57
459.1376964,47,,57
459.1976989,47,,57
459.2577013,47,,57
459.3177038,47,,57
459.3777063,47,,57
459.4377088,47,,57
459.4977112,47,,57
459.5577137,47,,57
459.6177162,47,,57
459.6777187,47,,57
459.7377211,47,,57
459.7977236,47,,57
459.8577261,47,,57
459.9177286,47,,57
459.977731,47,,57
460.0377335,47,,57
460.097736,47,,57
460.1577385,47,,57
460.2177409,47,,57
460.2777434,47,,57
460.3377459,47,,57
460.3977484,47,,57
460.4577508,47,,57
460.5177533,47,,57
460.5777558,47,,57
460.6377583,47,,57
460.6977607,47,,57
460.7577632,47,,57
460.8177657,47,,57
460.8777682,47,,57
460.9377706,47,,57
460.9977731,47,,57
461.0577756,47,,57
461.1177781,47,,57
461.1777805,47,,57
461.237783,47,,57
461.2977855,47,,57
461.357788,47,,57
461.4177904,47,,57
461.4777929,47,,57
461.5377954,47,,57
461.5977978,47,,57
461.6578003,47,,57
461.7178028,47,,57
461.7778053,47,,57
461.8378077,47,,57
461.8978102,47,,57
461.9578127,47,,57
462.0178152,47,,57
462.0778176,47,,57
462.1378201,47,,57
462.1978226,47,,57
462.2578251,47,,57
462.3178275,47,,57
462.37783,47,,57
462.4378325,47,,57
462.497835,47,,57
462.5578374,47,,57
462.6178399,47,,57
462.6778424,47,,57
462.7378449,47,,57
462.7978473,47,,57
462.8578498,47,,57
462.9178523,47,,57
462.9778548,47,,57
463.0378572,47,,57
463.0978597,47,,57
463.1578622,47,,57
463.2178647,47,,57
463.2778671,47,,57
463.3378696,47,,57
463.3978721,47,,57
463.4578746,47,,57
463.517877,47,,57
463.5778795,47,,57
463.637882,47,,57
463.6978844,47,,57
463.7578869,47,,57
463.8178894,47,,57
463.8778919,47,,57
463.9378943,47,,57
463.9978968,47,,57
464.0578993,47,,57
464.1179018,47,,57
464.1779042,47,,57
464.2379067,47,,57
464.2979092,47,,57
464.3579117,47,,57
464.4179141,47,,57
464.4779166,47,,57
464.5379191,47,,57
464.5979216,47,,57
464.657924,47,,57
464.7179265,47,,57
464.777929,47,,57
464.8379315,47,,57
464.8979339,47,,57
464.9579364,47,,57
465.0179389,47,,57
465.0779414,47,,57
465.1379438,47,,57
465.1979463,47,,57
465.2579488,47,,57
465.3179513,47,,57
465.3779537,47,,57
465.4379562,47,,57
465.4979587,47,,57
465.5579612,47,,57
465.6179636,47,,57
465.6779661,47,,57
465.7379686,47,,57
465.7979711,47,,57
465.8579735,47,,57
465.917976,47,,57
465.9779785,47,,57
466.0379809,47,,57
466.0979834,47,,57
466.1579859,47,,57
466.2179884,47,,57
466.2779908,47,,57
466.3379933,47,,57
466.3979958,47,,57
466.4579983,47,,57
466.5180007,47,,57
466.5780032,47,,57
466.6380057,47,,57
466.6980082,47,,57
466.7580106,47,,57
466.8180131,47,,57
466.8780156,47,,57
466.9380181,47,,57
466.9980205,47,,57
467.058023,47,,57
467.1180255,47,,57
467.178028,47,,57
467.2380304,47,,57
467.2980329,47,,57
467.3580354,47,,57
467.4180379,47,,57
467.4780403,47,,57
467.5380428,47,,57
467.5980453,47,,57
467.6580478,47,,57
467.7180502,47,,57
467.7780527,47,,57
467.8380552,47,,57
467.8980577,47,,57
467.9580601,47,,57
468.0180626,47,,57
468.0780651,47,,57
468.1380675,47,,57
468.19807,47,,57
468.2580725,47,,57
468.318075,47,,57
468.3780774,47,,57
468.4380799,47,,57
468.4980824,47,,57
468.5580849,47,,57
468.6180873,47,,57
468.6780898,47,,57
468.7380923,47,,57
468.7980948,47,,57
468.8580972,47,,57
468.9180997,47,,57
468.9781022,47,,57
469.0381047,47,,57
469.0981071,47,,57
469.1581096,47,,57
469.2181121,47,,57
469.2781146,47,,57
469.338117,47,,57
469.3981195,47,,57
469.458122,47,,57
469.5181245,47,,57
469.5781269,47,,57
469.6381294,47,,57
469.6981319,47,,57
469.7581344,47,,57
469.8181368,47,,57
469.8781393,47,,57
469.9381418,47,,57
469.9981443,47,,57
470.0581467,47,,57
470.1181492,47,,57
470.1781517,47,,57
470.2381542,47,,57
470.2981566,47,,57
470.3581591,47,,57
470.4181616,47,,57
470.478164,47,,57
470.5381665,47,,57
470.598169,47,,57
470.6581715,47,,57
470.7181739,47,,57
470.7781764,47,,57
470.8381789,47,,57
470.8981814,47,,57
470.9581838,47,,57
471.0181863,47,,57
471.0781888,47,,57
471.1381913,47,,57
471.1981937,47,,57
471.2581962,47,,57
471.3181987,47,,57
471.3782012,47,,57
471.4382036,47,,57
471.4982061,47,,57
471.5582086,47,,57
471.6182111,47,,57
471.6782135,47,,57
471.738216,47,,57
471.7982185,47,,57
471.858221,47,,57
471.9182234,47,,57
471.9782259,47,,57
472.0382284,47,,57
472.0982309,47,,57
472.1582333,47,,57
472.2182358,47,,57
472.2782383,47,,57
472.3382408,47,,57
472.3982432,47,,57
472.4582457,47,,57
472.5182482,47,,57
472.5782506,47,,57
472.6382531,47,,57
472.6982556,47,,57
472.7582581,47,,57
472.8182605,47,,57
472.878263,47,,57
472.9382655,47,,57
472.998268,47,,57
473.0582704,47,,57
473.1182729,47,,57
473.1782754,47,,57
473.2382779,47,,57
473.2982803,47,,57
473.3582828,47,,57
473.4182853,47,,57
473.4782878,47,,57
473.5382902,47,,57
473.5982927,47,,57
473.6582952,47,,57
473.7182977,47,,57
473.7783001,47,,57
473.8383026,47,,57
473.8983051,47,,57
473.9583076,47,,57
474.01831,47,,57
474.0783125,47,,57
474.138315,47,,57
474.1983175,47,,57
474.2583199,47,,57
474.3183224,47,,57
474.3783249,47,,57
474.4383274,47,,57
474.4983298,47,,57
474.5583323,47,,57
474.6183348,47,,57
474.6783373,47,,57
474.7383397,47,,57
474.7983422,47,,57
474.8583447,47,,57
474.9183471,47,,57
474.9783496,47,,57
475.0383521,47,,57
475.0983546,47,,57
475.158357,47,,57
475.2183595,47,,57
475.278362,47,,57
475.3383645,47,,57
475.3983669,47,,57
475.4583694,47,,57
475.5183719,47,,57
475.5783744,47,,57
475.6383768,47,,57
475.6983793,47,,57
475.7583818,47,,57
475.8183843,47,,57
475.8783867,47,,57
475.9383892,47,,57
475.9983917,47,,57
476.0583942,47,,57
476.1183966,47,,57
476.1783991,47,,57
476.2384016,47,,57
476.2984041,47,,57
476.3584065,47,,57
476.418409,47,,57
476.4784115,47,,57
476.538414,47,,57
476.5984164,47,,57
476.6584189,47,,57
476.7184214,47,,57
476.7784239,47,,57
476.8384263,47,,57
476.8984288,47,,57
476.9584313,47,,57
477.0184337,47,,57
477.0784362,47,,57
477.1384387,47,,57
477.1984412,47,,57
477.2584436,47,,57
477.3184461,47,,57
477.3784486,47,,57
477.4384511,47,,57
477.4984535,47,,57
477.558456,47,,57
477.6184585,47,,57
477.678461,47,,57
477.7384634,47,,57
477.7984659,47,,57
477.8584684,47,,57
477.9184709,47,,57
477.9784733,47,,57
478.0384758,47,,57
478.0984783,47,,57
478.1584808,47,,57
478.2184832,47,,57
478.2784857,47,,57
478.3384882,47,,57
478.3984907,47,,57
478.4584931,47,,57
478.5184956,47,,57
478.5784981,47,,57
478.6385006,47,,57
478.698503,47,,57
478.7585055,47,,57
478.818508,47,,57
478.8785105,47,,57
478.9385129,47,,57
478.9985154,47,,57
479.0585179,47,,57
479.1185204,47,,57
479.1785228,47,,57
479.2385253,47,,57
479.2985278,47,,57
479.3585302,47,,57
479.4185327,47,,57
479.4785352,47,,57
479.5385377,47,,57
479.5985401,47,,57
479.6585426,47,,57
479.7185451,47,,57
479.7785476,47,,57
479.83855,47,,57
479.8985525,47,,57
479.958555,47,,57
480.0185575,47,,57
480.0785599,47,,57
480.1385624,47,,57
480.1985649,47,,57
480.2585674,47,,57
480.3185698,47,,57
480.3785723,47,,57
480.4385748,47,,57
480.4985773,47,,57
480.5585797,47,,57
480.6185822,47,,57
480.6785847,47,,57
480.7385872,47,,57
480.7985896,47,,57
480.8585921,47,,57
480.9185946,47,,57
480.9785971,47,,57
481.0385995,47,,57
481.098602,47,,57
481.1586045,47,,57
481.218607,47,,57
481.2786094,47,,57
481.3386119,47,,57
481.3986144,47,,57
481.4586169,47,,57
481.5186193,47,,57
481.5786218,47,,57
481.6386243,47,,57
481.6986267,47,,57
481.7586292,47,,57
481.8186317,47,,57
481.8786342,47,,57
481.9386366,47,,57
481.9986391,47,,57
482.0586416,47,,57
482.1186441,47,,57
482.1786465,47,,57
482.238649,47,,57
482.2986515,47,,57
482.358654,47,,57
482.4186564,47,,57
482.4786589,47,,57
482.5386614,47,,57
482.5986639,47,,57
482.6586663,47,,57
482.7186688,47,,57
482.7786713,47,,57
482.8386738,47,,57
482.8986762,47,,57
482.9586787,47,,57
483.0186812,47,,57
483.0786837,47,,57
483.1386861,47,,57
483.1986886,47,,57
483.2586911,47,,57
483.3186936,47,,57
483.378696,47,,57
483.4386985,47,,57
483.498701,47,,57
483.5587035,47,,57
483.6187059,47,,57
483.6787084,47,,57
483.7387109,47,,57
483.7987133,47,,57
483.8587158,47,,57
483.9187183,47,,57
483.9787208,47,,57
484.0387232,47,,57
484.0987257,47,,57
484.1587282,47,,57
484.2187307,47,,57
484.2787331,47,,57
484.3387356,47,,57
484.3987381,47,,57
484.4587406,47,,57
484.518743,47,,57
484.5787455,47,,57
484.638748,47,,57
484.6987505,47,,57
484.7587529,47,,57
484.8187554,47,,57
484.8787579,47,,57
484.9387604,47,,57
484.9987628,47,,57
485.0587653,47,,57
485.1187678,47,,57
485.1787703,47,,57
485.2387727,47,,57
485.2987752,47,,57
485.3587777,47,,57
485.4187802,47,,57
485.4787826,47,,57
485.5387851,47,,57
485.5987876,47,,57
485.6587901,47,,57
485.7187925,47,,57
485.778795,47,,57
485.8387975,47,,57
485.8988,47,,57
485.9588024,47,,57
486.0188049,47,,57
486.0788074,47,,57
486.1388098,47,,57
486.1988123,47,,57
486.2588148,47,,57
486.3188173,47,,57
486.3788197,47,,57
486.4388222,47,,57
486.4988247,47,,57
486.5588272,47,,57
486.6188296,47,,57
486.6788321,47,,57
486.7388346,47,,57
486.7988371,47,,57
486.8588395,47,,57
486.918842,47,,57
486.9788445,47,,57
487.038847,47,,57
487.0988494,47,,57
487.1588519,47,,57
487.2188544,47,,57
487.2788569,47,,57
487.3388593,47,,57
487.3988618,47,,57
487.4588643,47,,57
487.5188668,47,,57
487.5788692,47,,57
487.6388717,47,,57
487.6988742,47,,57
487.7588767,47,,57
487.8188791,47,,57
487.8788816,47,,57
487.9388841,47,,57
487.9988866,47,,57
488.058889,47,,57
488.1188915,47,,57
488.178894,47,,57
488.2388964,47,,57
488.2988989,47,,57
488.3589014,47,,57
488.4189039,47,,57
488.4789063,47,,57
488.5389088,47,,57
488.5989113,47,,57
488.6589138,47,,57
488.7189162,47,,57
488.7789187,47,,57
488.8389212,47,,57
488.8989237,47,,57
488.9589261,47,,57
489.0189286,47,,57
489.0789311,47,,57
489.1389336,47,,57
489.198936,47,,57
489.2589385,47,,57
489.318941,47,,57
489.3789435,47,,57
489.4389459,47,,57
489.4989484,47,,57
489.5589509,47,,57
489.6189534,47,,57
489.6789558,47,,57
489.7389583,47,,57
489.7989608,47,,57
489.8589633,47,,57
489.9189657,47,,57
489.9789682,47,,57
490.0389707,47,,57
490.0989732,47,,57
490.1589756,47,,57
490.2189781,47,,57
490.2789806,47,,57
490.3389831,47,,57
490.3989855,47,,57
490.458988,47,,57
490.5189905,47,,57
490.5789929,47,,57
490.6389954,47,,57
490.6989979,47,,57
490.7590004,47,,57
490.8190028,47,,57
490.8790053,47,,57
490.9390078,47,,57
490.9990103,47,,57
491.0590127,47,,57
491.1190152,47,,57
491.1790177,47,,57
491.2390202,47,,57
491.2990226,47,,57
491.3590251,47,,57
491.4190276,47,,57
491.4790301,47,,57
491.5390325,47,,57
491.599035,47,,57
491.6590375,47,,57
491.71904,47,,57
491.7790424,47,,57
491.8390449,47,,57
491.8990474,47,,57
491.9590499,47,,57
492.0190523,47,,57
492.0790548,47,,57
492.1390573,47,,57
492.1990598,47,,57
492.2590622,47,,57
492.3190647,47,,57
492.3790672,47,,57
492.4390697,47,,57
492.4990721,47,,57
492.5590746,47,,57
492.6190771,47,,57
492.6790795,47,,57
492.739082,47,,57
492.7990845,47,,57
492.859087,47,,57
492.9190894,47,,57
492.9790919,47,,57
493.0390944,47,,57
493.0990969,47,,57
493.1590993,47,,57
493.2191018,47,,57
493.2791043,47,,57
493.3391068,47,,57
493.3991092,47,,57
493.4591117,47,,57
493.5191142,47,,57
493.5791167,47,,57
493.6391191,47,,57
493.6991216,47,,57
493.7591241,47,,57
493.8191266,47,,57
493.879129,47,,57
493.9391315,47,,57
493.999134,47,,57
494.0591365,47,,57
494.1191389,47,,57
494.1791414,47,,57
494.2391439,47,,57
494.2991464,47,,57
494.3591488,47,,57
494.4191513,47,,57
494.4791538,47,,57
494.5391563,47,,57
494.5991587,47,,57
494.6591612,47,,57
494.7191637,47,,57
494.7791662,47,,57
494.8391686,47,,57
494.8991711,47,,57
494.9591736,47,,57
495.019176,47,,57
495.0791785,47,,57
495.139181,47,,57
495.1991835,47,,57
495.2591859,47,,57
495.3191884,47,,57
495.3791909,47,,57
495.4391934,47,,57
495.4991958,47,,57
495.5591983,47,,57
495.6192008,47,,57
495.6792033,47,,57
495.7392057,47,,57
495.7992082,47,,57
495.8592107,47,,57
495.9192132,47,,57
495.9792156,47,,57
496.0392181,47,,57
496.0992206,47,,57
496.1592231,47,,57
496.2192255,47,,57
496.279228,47,,57
496.3392305,47,,57
496.399233,47,,57
496.4592354,47,,57
496.5192379,47,,57
496.5792404,47,,57
496.6392429,47,,57
496.6992453,47,,57
496.7592478,47,,57
496.8192503,47,,57
496.8792528,47,,57
496.9392552,47,,57
496.9992577,47,,57
497.0592602,47,,57
497.1192627,47,,57
497.1792651,47,,57
497.2392676,47,,57
497.2992701,47,,57
497.3592725,47,,57
497.419275,47,,57
497.4792775,47,,57
497.53928,47,,57
497.5992824,47,,57
497.6592849,47,,57
497.7192874,47,,57
497.7792899,47,,57
497.8392923,47,,57
497.8992948,47,,57
497.9592973,47,,57
498.0192998,47,,57
498.0793022,47,,57
498.1393047,47,,57
498.1993072,47,,57
498.2593097,47,,57
498.3193121,47,,57
498.3793146,47,,57
498.4393171,47,,57
498.4993196,47,,57
498.559322,47,,57
498.6193245,47,,57
498.679327,47,,57
498.7393295,47,,57
498.7993319,47,,57
498.8593344,47,,57
498.9193369,47,,57
498.9793394,47,,57
499.0393418,47,,57
499.0993443,47,,57
499.1593468,47,,57
499.2193493,47,,57
499.2793517,47,,57
499.3393542,47,,57
499.3993567,47,,57
499.4593591,47,,57
499.5193616,47,,57
499.5793641,47,,57
499.6393666,47,,57
499.699369,47,,57
499.7593715,47,,57
499.819374,47,,57
499.8793765,47,,57
499.9393789,47,,57
499.9993814,47,,57
500.0593839,47,,57
500.1193864,47,,57
500.1793888,47,,57
500.2393913,47,,57
500.2993938,47,,57
500.3593963,47,,57
500.4193987,47,,57
500.4794012,47,,57
500.5394037,47,,57
500.5994062,47,,57
500.6594086,47,,57
500.7194111,47,,57
500.7794136,47,,57
500.8394161,47,,57
500.8994185,47,,57
500.959421,47,,57
501.0194235,47,,57
501.079426,47,,57
501.1394284,47,,57
501.1994309,47,,57
501.2594334,47,,57
501.3194359,47,,57
501.3794383,47,,57
501.4394408,47,,57
501.4994433,47,,57
501.5594458,47,,57
501.6194482,47,,57
501.6794507,47,,57
501.7394532,47,,57
501.7994556,47,,57
501.8594581,47,,57
501.9194606,47,,57
501.9794631,47,,57
502.0394655,47,,57
502.099468,47,,57
502.1594705,47,,57
502.219473,47,,57
502.2794754,47,,57
502.3394779,47,,57
502.3994804,47,,57
502.4594829,47,,57
502.5194853,47,,57
502.5794878,47,,57
502.6394903,47,,57
502.6994928,47,,57
502.7594952,47,,57
502.8194977,47,,57
502.8795002,47,,57
502.9395027,47,,57
502.9995051,47,,57
503.0595076,47,,57
503.1195101,47,,57
503.1795126,47,,57
503.239515,47,,57
503.2995175,47,,57
503.35952,47,,57
503.4195225,47,,57
503.4795249,47,,57
503.5395274,47,,57
503.5995299,47,,57
503.6595324,47,,57
503.7195348,47,,57
503.7795373,47,,57
503.8395398,47,,57
503.8995422,47,,57
503.9595447,47,,57
504.0195472,47,,57
504.0795497,47,,57
504.1395521,47,,57
504.1995546,47,,57
504.2595571,47,,57
504.3195596,47,,57
504.379562,47,,57
504.4395645,47,,57
504.499567,47,,57
504.5595695,47,,57
504.6195719,47,,57
504.6795744,47,,57
504.7395769,47,,57
504.7995794,47,,57
504.8595818,47,,57
504.9195843,47,,57
504.9795868,47,,57
505.0395893,47,,57
505.0995917,47,,57
505.1595942,47,,57
505.2195967,47,,57
505.2795992,47,,57
505.3396016,47,,57
505.3996041,47,,57
505.4596066,47,,57
505.5196091,47,,57
505.5796115,47,,57
505.639614,47,,57
505.6996165,47,,57
505.759619,47,,57
505.8196214,47,,57
505.8796239,47,,57
505.9396264,47,,57
505.9996289,47,,57
506.0596313,47,,57
506.1196338,47,,57
506.1796363,47,,57
506.2396387,47,,57
506.2996412,47,,57
506.3596437,47,,57
506.4196462,47,,57
506.4796486,47,,57
506.5396511,47,,57
506.5996536,47,,57
506.6596561,47,,57
506.7196585,47,,57
506.779661,47,,57
506.8396635,47,,57
506.899666,47,,57
506.9596684,47,,57
507.0196709,47,,57
507.0796734,47,,57
507.1396759,47,,57
507.1996783,47,,57
507.2596808,47,,57
507.3196833,47,,57
507.3796858,47,,57
507.4396882,47,,57
507.4996907,47,,57
507.5596932,47,,57
507.6196957,47,,57
507.6796981,47,,57
507.7397006,47,,57
507.7997031,47,,57
507.8597056,47,,57
507.919708,47,,57
507.9797105,47,,57
508.039713,47,,57
508.0997155,47,,57
508.1597179,47,,57
508.2197204,47,,57
508.2797229,47,,57
508.3397253,47,,57
508.3997278,47,,57
508.4597303,47,,57
508.5197328,47,,57
508.5797352,47,,57
508.6397377,47,,57
508.6997402,47,,57
508.7597427,47,,57
508.8197451,47,,57
508.8797476,47,,57
508.9397501,47,,57
508.9997526,47,,57
509.059755,47,,57
509.1197575,47,,57
509.17976,47,,57
509.2397625,47,,57
509.2997649,47,,57
509.3597674,47,,57
509.4197699,47,,57
509.4797724,47,,57
509.5397748,47,,57
509.5997773,47,,57
509.6597798,47,,57
509.7197823,47,,57
509.7797847,47,,57
509.8397872,47,,57
509.8997897,47,,57
509.9597922,47,,57
510.0197946,47,,57
510.0797971,47,,57
510.1397996,47,,57
510.1998021,47,,57
510.2598045,47,,57
510.319807,47,,57
510.3798095,47,,57
510.439812,47,,57
510.4998144,47,,57
510.5598169,47,,57
510.6198194,47,,57
510.6798218,47,,57
510.7398243,47,,57
510.7998268,47,,57
510.8598293,47,,57
510.9198317,47,,57
510.9798342,47,,57
511.0398367,47,,57
511.0998392,47,,57
511.1598416,47,,57
511.2198441,47,,57
511.2798466,47,,57
511.3398491,47,,57
511.3998515,47,,57
511.459854,47,,57
511.5198565,47,,57
511.579859,47,,57
511.6398614,47,,57
511.6998639,47,,57
511.7598664,47,,57
511.8198689,47,,57
511.8798713,47,,57
511.9398738,47,,57
511.9998763,47,,57
512.0598788,47,,57
512.1198812,47,,57
512.1798837,47,,57
512.2398862,47,,57
512.2998887,47,,57
512.3598911,47,,57
512.4198936,47,,57
512.4798961,47,,57
512.5398986,47,,57
512.599901,47,,57
512.6599035,47,,57
512.719906,47,,57
512.7799084,47,,57
512.8399109,47,,57
512.8999134,47,,57
512.9599159,47,,57
513.0199183,47,,57
513.0799208,47,,57
513.1399233,47,,57
513.1999258,47,,57
513.2599282,47,,57
513.3199307,47,,57
513.3799332,47,,57
513.4399357,47,,57
513.4999381,47,,57
513.5599406,47,,57
513.6199431,47,,57
513.6799456,47,,57
513.739948,47,,57
513.7999505,47,,57
513.859953,47,,57
513.9199555,47,,57
513.9799579,47,,57
514.0399604,47,,57
514.0999629,47,,57
514.1599654,47,,57
514.2199678,47,,57
514.2799703,47,,57
514.3399728,47,,57
514.3999753,47,,57
514.4599777,47,,57
514.5199802,47,,57
514.5799827,47,,57
514.6399852,47,,57
514.6999876,47,,57
514.7599901,47,,57
514.8199926,47,,57
514.8799951,47,,57
514.9399975,47,,57
515,47,,57
515.0600025,47,,57
515.1200049,47,,57
515.1800074,47,,57
515.2400099,47,,57
515.3000124,47,,57
515.3600148,47,,57
515.4200173,47,,57
515.4800198,47,,57
515.5400223,47,,57
515.6000247,47,,57
515.6600272,47,,57
515.7200297,47,,57
515.7800322,47,,57
515.8400346,47,,57
515.9000371,47,,57
515.9600396,47,,57
516.0200421,47,,57
516.0800445,47,,57
516.140047,47,,57
516.2000495,47,,57
516.260052,47,,57
516.3200544,47,,57
516.3800569,47,,57
516.4400594,47,,57
516.5000619,47,,57
516.5600643,47,,57
516.6200668,47,,57
516.6800693,47,,57
516.7400718,47,,57
516.8000742,47,,57
516.8600767,47,,57
516.9200792,47,,57
516.9800817,47,,57
517.0400841,47,,57
517.1000866,47,,57
517.1600891,47,,57
517.2200916,47,,57
517.280094,47,,57
517.3400965,47,,57
517.400099,47,,57
517.4601014,47,,57
517.5201039,47,,57
517.5801064,47,,57
517.6401089,47,,57
517.7001113,47,,57
517.7601138,47,,57
517.8201163,47,,57
517.8801188,47,,57
517.9401212,47,,57
518.0001237,47,,57
518.0601262,47,,57
518.1201287,47,,57
518.1801311,47,,57
518.2401336,47,,57
518.3001361,47,,57
518.3601386,47,,57
518.420141,47,,57
518.4801435,47,,57
518.540146,47,,57
518.6001485,47,,57
518.6601509,47,,57
518.7201534,47,,57
518.7801559,47,,57
518.8401584,47,,57
518.9001608,47,,57
518.9601633,47,,57
519.0201658,47,,57
519.0801683,47,,57
519.1401707,47,,57
519.2001732,47,,57
519.2601757,47,,57
519.3201782,47,,57
519.3801806,47,,57
519.4401831,47,,57
519.5001856,47,,57
519.560188,47,,57
519.6201905,47,,57
519.680193,47,,57
519.7401955,47,,57
519.8001979,47,,57
519.8602004,47,,57
