AllTrace
EMI:FSCAN
A.25.05,N9038A
544 B25 B85 CR3 DP2 ESC EXM FT1 LSN NFE P44 PFR RT1 TDS EDP EMC ,01

Preselector,Off
Scan Type,Smooth
Number of scans,1
Y Axis Unit,dBuV/m
Ref Level Offset,0 dB
Coupling,DC
Input Z Correction,50 ohm

Start Frequency, Stop Frequency, RBW, Scan Points
30000000,1000000000,120000,16167

DATA
Trace,1,2,3
Detector,Peak,Peak,Peak
30000000,13.4876553656258,32.4568631292977,32.3203580023446
30060002.4743288,27.1094586493172,31.5555569769539,33.0439908148446
30120004.9486577,27.0893323065438,32.8213421942391,33.3677136542
30180007.4229865,24.731597626368,31.9806439520516,33.3885342718758
30240009.8973154,24.7193066717782,32.2412869574227,32.2662274481453
30300012.3716442,22.44925662295,32.1765668036141,32.7242810370125
30360014.845973,24.5483853460946,31.8783719183602,33.2914425970711
30420017.3203019,23.6854931952157,31.9054715277352,33.3835293890633
30480019.7946307,21.5330502630868,33.2130887152352,33.0312192083993
30540022.2689595,22.4549481512703,32.7583920599618,31.5833737494149
30600024.7432884,20.0934674383797,32.4989926458993,31.5658948065438
30660027.2176172,19.4644696356453,32.4618146063485,31.1055447699227
30720029.6919461,23.3274380804696,32.5666272284188,31.3959271551766
30780032.1662749,24.7236325384774,32.2508313299813,32.3125760199227
30840034.6406037,27.5311886908211,31.3937146307625,32.1755826117196
30900037.1149326,27.1647336126961,32.5195386053719,32.0018536688485
30960039.5892614,27.4647824408211,31.2984540106453,31.8229596258797
31020042.0635903,21.4694287420907,31.4395596625008,31.5693661810555
31080044.5379191,16.9403760077157,32.3882901312508,31.8286969305672
31140047.0122479,24.3872449042,32.0987622381844,31.4544140936532
31200049.4865768,24.1998669745125,32.0445248724618,32.1496274115243
31260051.9609056,21.725982391993,31.1795575262703,31.5847012640633
31320054.4352344,23.4566571356453,32.4355771185555,30.6930844427743
31380056.9095633,25.8929516913094,32.3299786688485,30.5878522040047
31440059.3838921,20.6921994330086,31.0668179632821,31.1362759710946
31500061.858221,19.5301434637703,32.9553677679696,31.509559357325
31560064.3325498,23.5028531195321,31.3635251166024,32.081695282618
31620066.8068786,26.4540173651375,31.4837872625985,32.0576779486336
31680069.2812075,28.9473416449227,31.6776196600594,31.9810635687508
31740071.7555363,26.0152051092782,31.712684357325,31.0829312445321
31800074.2298651,28.4037243963875,30.6212308050789,31.8068539740243
31860076.704194,27.3326947333016,32.6687619330086,30.4099194647469
31920079.1785228,21.3059079291024,32.6460644842782,30.2025677801766
31980081.6528517,27.9733960272469,32.0502926947274,30.5517270208993
32040084.1271805,27.4119259955086,31.2733380438485,32.2906338812508
32100086.6015093,25.8585812689461,31.2030713202157,31.6796109320321
32160089.0758382,24.4543759466805,32.0602566839852,30.8665997625985
32220091.550167,29.4595334173836,30.7806393744149,30.7937466742196
32280094.0244959,29.4992749334969,30.7418591620125,30.6671521307625
32340096.4988247,29.3794018866219,30.9180829168953,30.5038983465828
32400098.9731535,25.0663830877938,31.6748196722664,30.762603485743
32460101.4474824,17.5501172186532,31.4862057806649,30.7474286200203
32520103.9218112,17.1272427679696,32.1749875189461,31.1047284247078
32580106.39614,20.8134915472664,32.0320584417977,31.0396954657235
32640108.8704689,20.4441754461922,32.0485608221688,31.0113980414071
32700111.3447977,21.5656659247078,31.6898343207039,31.2088696600594
32760113.8191266,16.1830899359383,30.3556286932625,30.7370679022469
32820116.2934554,21.6358105780282,32.1258237005868,31.901763641993
32880118.7677842,22.1693341375985,32.0803830267586,31.7220608832039
32940121.2421131,24.5948331000008,30.9211041571297,30.8371350409188
33000123.7164419,24.3470151068368,31.449729645411,30.1730115057625
33060126.1907708,27.4367520453133,29.8316876532235,31.6806256415047
33120128.6650996,27.6973416449227,31.5562512518563,31.6668088080086
33180131.1394284,24.0439297796883,31.4279858709969,31.7978818060555
33240133.6137573,21.497840607325,32.1283795477547,29.9039532782235
33300136.0880861,13.5165478827157,32.2718732000985,30.5152127386727
33360138.5624149,25.2277981878914,30.7689816595711,30.2889325262703
33420141.0367438,23.6171643377938,31.2753598333993,31.5753934027352
33480143.5110726,24.9556119085946,29.6860043646493,31.7434079291024
33540145.9854015,26.7490002752938,31.4292752386727,31.8681103827157
33600148.4597303,26.7690579535164,31.1115872503914,29.8625638128914
33660150.9340591,21.813270294825,31.6334912420907,30.4425122381844
33720153.408388,21.2139966131844,30.7016141058602,30.4010998846688
33780155.8827168,24.5031506659188,30.5368191839852,29.8707043768563
33840158.3570457,24.1455762030282,32.0992657782235,29.8790967108407
33900160.8313745,25.7532879950203,31.3358838202157,29.3687893988289
33960163.3057033,25.4962994696297,31.9183728338875,30.7079465033211
34020165.7800322,25.3020474554696,33.6988598944344,30.4183880926766
34080168.254361,22.1874844671883,33.6638028265633,30.9825589300789
34140170.7286898,25.6374966742196,30.9634625555672,31.1542508246102
34200173.2030187,25.6078946234383,33.0061108709969,30.2770917059578
34260175.6773475,20.5347211004891,32.9563824774422,29.4124829413094
34320178.1516764,27.7132641913094,32.1471860052743,29.3841931463875
34380180.6260052,28.5861737372078,32.1348111273446,32.547027313868
34440183.100334,26.8068921209969,32.0057370306649,32.5187451483407
34500185.5746629,29.2154919745125,33.2385327459969,30.0896985174813
34560188.0489917,25.81449099795,33.0337597967782,30.1322629095711
34620190.5233205,20.9372174383797,31.9752194525399,29.8547207953133
34680192.9976494,23.3822934271493,33.3769147040047,29.6088025213875
34740195.4719782,14.1792981268563,32.8065106512703,29.6893078924813
34800197.9463071,17.0711667181649,33.4317166449227,30.9049145819344
