AllTrace
EMI:FSCAN
A.25.05,N9038A
544 B25 B85 CR3 DP2 ESC EXM FT1 LSN NFE P44 PFR RT1 TDS EDP EMC ,01

Preselector,Off
Scan Type,Smooth
Number of scans,1
Y Axis Unit,dBuV/m
Ref Level Offset,0 dB
Coupling,DC
Input Z Correction,50 ohm

Start Frequency, Stop Frequency, RBW, Scan Points
30000000,1000000000,120000,16167

DATA
Trace,1,2,3
Detector,Peak,Peak,Peak
30000000,27.4406048895516,31.7473218084969,32.0842282416024
30060002.4743288,26.0954663397469,32.5956647040047,31.3080060125985
30120004.9486577,22.346343720118,32.0636899115243,31.409690582911
30180007.4229865,22.2229764105477,31.51663943545,30.5910412909188
30240009.8973154,28.6434552313485,32.0261151434578,31.2031399847664
30300012.3716442,29.0756070257821,32.4627682806649,31.0612485052743
30360014.845973,24.5993420721688,32.0475613714852,33.3653180243172
30420017.3203019,26.289573395411,32.6538769842782,32.9380337835946
30480019.7946307,26.0616833807625,32.678504669825,30.4982754828133
30540022.2689595,22.0446850897469,31.5008084417977,32.0174481512703
30600024.7432884,23.4317242743172,31.4767758490243,32.1325223089852
30660027.2176172,24.8514477850594,31.7437512518563,32.5196530462899
30720029.6919461,28.1478039862313,31.9427182318368,32.546897614161
30780032.1662749,28.783843720118,31.6379849554696,31.527854645411
30840034.6406037,28.7218854071297,30.9037701727547,31.903831207911
30900037.1149326,18.4392926336922,31.8181225897469,31.822059357325
30960039.5892614,21.5326840521493,32.8351361395516,30.8949658514657
31020042.0635903,21.4236981512703,30.3472821356453,31.3635327459969
31080044.5379191,29.2296979071297,31.2294079901375,31.369651520411
31140047.0122479,29.0892712713875,30.7010571600594,31.1883237005868
31200049.4865768,29.547759735743,30.995269501368,30.6455990912118
31260051.9609056,29.8677212835946,31.6266781927743,31.9128033758797
31320054.4352344,21.1949917914071,33.0749280096688,31.1646954657235
31380056.9095633,26.7645337225594,33.4266202093758,30.1742169500985
31440059.3838921,24.1977231146493,32.4283368231453,30.5965497137703
31500061.858221,22.9833752752938,31.4059292914071,31.0742337347664
31560064.3325498,28.1757428290047,30.6466824652352,30.2931668402352
31620066.8068786,28.7412793280282,30.3542172552743,30.7261044623055
31680069.2812075,24.1211087347664,30.741363251368,31.527984345118
31740071.7555363,23.8109204413094,30.6426617743172,31.2992856146493
31800074.2298651,23.8652493597664,32.0815808417,30.1838986517586
31860076.704194,20.9040295721688,30.9037778021493,30.582786286036
31920079.1785228,24.4573819281258,30.6871106268563,31.4016644598641
31980081.6528517,24.8240048529305,31.4261929632821,30.0973660589852
32040084.1271805,13.6181561590828,31.0031659247078,31.1001965643563
32100086.6015093,20.7628552557625,31.1112515570321,30.4415433050789
32160089.0758382,20.7005841375985,31.0764004828133,31.0514752508797
32220091.550167,20.0856549383797,31.160911286036,30.4700924994149
32280094.0244959,19.9345395208993,30.2034375311532,30.1052319647469
32340096.4988247,18.9420086981453,29.9643551947274,30.9534833075203
32400098.9731535,23.1430508734383,30.1599423529305,29.9622418524422
32460101.4474824,23.2754742743172,30.9703442694344,30.9755932928719
32520103.9218112,13.6361310125985,31.6103436590828,30.2434842230477
32580106.39614,26.9703900458016,30.1156537176766,31.7095944525399
32640108.8704689,27.1498944403328,30.8041379095711,30.4606930853524
32700111.3447977,27.9450833441414,30.9148862005868,30.7666775824227
32760113.8191266,21.7255093695321,30.4853665472664,30.9311978460946
32820116.2934554,21.6959073187508,32.3198086859383,30.2330014349618
32880118.7677842,24.6727673651375,31.8813778998055,31.0780255438485
32940121.2421131,28.6844250799813,30.4699551703133,31.1206433417
33000123.7164419,28.4168088080086,30.1821820379891,30.0014187933602
33060126.1907708,23.5177762152352,31.0456692816414,29.8487088324227
33120128.6650996,22.1319348456063,31.6944577337899,29.8885037542977
33180131.1394284,22.2878720404305,29.5014798285164,29.8746258856453
33240133.6137573,22.9873349310555,30.0362546087899,29.3462216498055
33300136.0880861,21.8419263006844,31.5398099066414,30.0878827215828
33360138.5624149,19.1103512884774,31.0788876654305,30.1893231512703
33420141.0367438,22.3994290472664,31.1977841498055,30.2042767645516
33480143.5110726,24.1663968207039,31.1800076605477,30.4395062567391
33540145.9854015,20.6848065497078,30.2591168524422,29.5542676092782
33600148.4597303,20.5820233465828,29.5469205023446,29.7538373114266
33660150.9340591,22.4652478338875,30.5291058661141,29.7478177191414
33720153.408388,25.5585095526375,29.6749798895516,30.3827359320321
33780155.8827168,25.5315243841805,29.873328888575,31.1411130072274
33840158.3570457,13.6028973700203,30.1137082220711,30.1451794745125
33900160.8313745,20.907005036036,30.3319623114266,29.9346768500008
33960163.3057033,20.9218289496102,30.3627087713875,29.68363162295
34020165.7800322,23.4988476874032,30.5496518255868,29.3095852972664
34080168.254361,29.5785748602547,29.9690777899422,30.1696927191414
34140170.7286898,29.8621289374032,31.4084775091805,30.4838711859383
34200173.2030187,19.5399777533211,31.2036435248055,30.5369946600594
34260175.6773475,18.2064282538094,30.4272915960946,30.2684704901375
34320178.1516764,18.152007782618,30.3504254461922,29.4156262518563
34380180.6260052,27.1541440130868,30.2079465033211,28.4527203680672
34440183.100334,28.7371594549813,31.5335003973641,29.8753583075203
34500185.5746629,24.9149624945321,31.4999310614266,29.9886929632821
34560188.0489917,24.5155713202157,31.8061062933602,29.9590832831063
34620190.5233205,22.0830838324227,31.335113251368,29.1078259588875
34680192.9976494,22.5055691839852,29.669097626368,30.3369137884774
34740195.4719782,21.6410596014657,30.1497494818368,29.4297940375008
34800197.9463071,24.1175305487313,29.4657132269539,31.0432278753914
